Dentists per 100000 Population-Density; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Dentists per 100000 Population
2018,21107,Hopkins County,Kentucky,13.7,49.258880000000005
2018,28153,Wayne County,Mississippi,13.7,19.68795
2018,48485,Wichita County,Texas,13.7,77.32442
2018,01031,Coffee County,Alabama,13.8,33.81552
2018,01047,Dallas County,Alabama,13.8,33.24284
2018,01055,Etowah County,Alabama,13.8,50.79564
2018,13245,Richmond County,Georgia,13.8,207.83951
2018,21101,Henderson County,Kentucky,13.8,51.40814
2018,45059,Laurens County,South Carolina,13.8,26.516209999999997
2018,12063,Jackson County,Florida,13.9,28.208740000000002
2018,18095,Madison County,Indiana,13.9,57.063100000000006
2018,28159,Winston County,Mississippi,13.9,22.41524
2018,39087,Lawrence County,Ohio,13.9,32.153800000000004
2018,54019,Fayette County,West Virginia,13.9,49.9263
2018,13021,Bibb County,Georgia,14,60.23425999999999
2018,13217,Newton County,Georgia,14,17.65303
2018,45075,Orangeburg County,South Carolina,14,37.49575
2018,51730,Petersburg City,Virginia,14,78.82809
2018,01121,Talladega County,Alabama,14.1,31.25586
2018,54045,Logan County,West Virginia,14.1,12.62307
2018,01069,Houston County,Alabama,14.2,66.61663
2018,01101,Montgomery County,Alabama,14.2,78.79309
2018,21095,Harlan County,Kentucky,14.2,35.202999999999996
2018,21119,Knott County,Kentucky,14.2,34.45424
2018,28151,Washington County,Mississippi,14.2,44.35418
2018,38079,Rolette County,North Dakota,14.2,77.65619000000001
2018,45069,Marlboro County,South Carolina,14.2,31.273210000000002
2018,46031,Corson County,South Dakota,14.2,49.61548
2018,54059,Mingo County,West Virginia,14.2,34.85687
2018,01025,Clarke County,Alabama,14.3,34.34803
2018,39079,Jackson County,Ohio,14.3,36.93103
2018,45025,Chesterfield County,South Carolina,14.3,28.50502
2018,01021,Chilton County,Alabama,14.4,29.281259999999996
2018,13185,Lowndes County,Georgia,14.4,50.73224
2018,28123,Scott County,Mississippi,14.4,39.20031
2018,21071,Floyd County,Kentucky,14.8,74.34094
2018,05093,Mississippi County,Arkansas,14.9,39.93411
2018,22117,Washington Parish,Louisiana,15.1,26.21633
2018,46041,Dewey County,South Dakota,15.3,69.09656
2018,21133,Letcher County,Kentucky,15.4,37.712720000000004
2018,28133,Sunflower County,Mississippi,15.7,40.42037
2018,54005,Boone County,West Virginia,15.7,23.74733
2018,35031,Mckinley County,New Mexico,15.9,72.00949
2018,46121,Todd County,South Dakota,15.9,19.393
2018,46137,Ziebach County,South Dakota,15.9,No Data
2018,12039,Gadsden County,Florida,16.1,22.08627
2018,45089,Williamsburg County,South Carolina,17.2,16.76446
2018,46102,Oglala Lakota County,South Dakota,17.9,28.429280000000002
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
